"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"J4TTB7XK","conferencePaper","2010","Max, A.","Example-based paraphrasing for improved phrase-based statistical machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053236507&partnerID=40&md5=9a9589ba3c2cecef17b46614557866ff","In this article, an original view on how to improve phrase translation estimates is proposed. This proposal is grounded on two main ideas: first, that appropriate examples of a given phrase should participate more in building its translation distribution; second, that paraphrases can be used to better estimate this distribution. Initial experiments provide evidence of the potential of our approach and its implementation for effectively improving translation performance. © 2010 Association for Computational Linguistics.","2010","2021-02-07 01:38:53","2021-02-07 01:38:53","","656-666","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :13</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMNLP 2010 - Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference","","","","","","","","","","","","","","",""
"5L726M96","conferencePaper","2010","Shen, L.; Zhang, B.; Matsoukas, S.; Xu, J.; Weischedel, R.","Statistical machine translation with a factorized grammar","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053235752&partnerID=40&md5=13c5ff848f5821837cf69c6cdaa75c70","In modern machine translation practice, a statistical phrasal or hierarchical translation system usually relies on a huge set of translation rules extracted from bi-lingual training data. This approach not only results in space and efficiency issues, but also suffers from the sparse data problem. In this paper, we propose to use factorized grammars, an idea widely accepted in the field of linguistic grammar construction, to generalize translation rules, so as to solve these two problems. We designed a method to take advantage of the XTAG English Grammar to facilitate the extraction of factorized rules. We experimented on various setups of low-resource language translation, and showed consistent significant improvement in BLEU over state-of-the-art string-to-dependency baseline systems with 200K words of bi-lingual training data. © 2010 Association for Computational Linguistics.","2010","2021-02-07 01:38:55","2021-02-07 01:38:55","","616-625","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :2</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMNLP 2010 - Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference","","","","","","","","","","","","","","",""
"SISCHLYG","conferencePaper","2010","Chung, T.; Gildea, D.","Effects of empty categories on machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053224134&partnerID=40&md5=cbd44bea7f57786aa5d99eeb54eb8eab","We examine effects that empty categories have on machine translation. Empty categories are elements in parse trees that lack corresponding overt surface forms (words) such as dropped pronouns and markers for control constructions. We start by training machine translation systems with manually inserted empty elements. We find that inclusion of some empty categories in training data improves the translation result. We expand the experiment by automatically inserting these elements into a larger data set using various methods and training on the modified corpus. We show that even when automatic prediction of null elements is not highly accurate, it nevertheless improves the end translation result. © 2010 Association for Computational Linguistics.","2010","2021-02-07 01:38:57","2021-02-07 01:38:57","","636-645","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :31</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMNLP 2010 - Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference","","","","","","","","","","","","","","",""
"72AP83VQ","conferencePaper","2010","Ageishi, R.; Miura, T.","Automatic extraction of synonyms based on statistical machine translation","","","","10.1109/ICTAI.2010.52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751477611&doi=10.1109%2fICTAI.2010.52&partnerID=40&md5=bed5dd747cfde16a268d7681f0056ce9","In this work we discuss how to extract domain specific synonyms automatically. It is not easy to extract these synonyms or related words without hand-coding. We identify pairs of sentences from two corpus in Japanese, estimate translation probabilities and extract synonyms using statistical machine translation techniques. © 2010 IEEE.","2010","2021-02-07 01:38:59","2021-02-07 01:38:59","","313-317","","","1","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 7 February 2021</p>","","","","News corpus; Statistical machine translation; Synonym","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI","","","","","","","","","","","","","","",""
"FZQV6K8K","conferencePaper","2010","Liu, P.; Zhou, Y.; Zong, C.-Q.","Approaches to improving corpus quality for statistical machine translation","","","","10.1109/ICMLC.2010.5580699","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149309738&doi=10.1109%2fICMLC.2010.5580699&partnerID=40&md5=05c5dc662cabec7b1ae4f44b2f47e793","The performance of a statistical machine translation (SMT) system heavily depends on the quantity and quality of the bilingual language resource. However, the pervious work mainly focuses on the quantity and tries to collect more bilingual data. In this paper, we aim to optimize the bilingual corpus to improve the performance of the translation system. We propose methods to process the bilingual language data by filtering noise and selecting more informative sentences from the training corpus and the development corpus. The experimental results show that we can obtain a competitive performance using less data compared with using all available data. © 2010 IEEE.","2010","2021-02-07 01:39:01","2021-02-07 01:39:01","","3293-3298","","","6","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :2</p>; <p>Export Date: 7 February 2021</p>","","","","Corpus optimization; Data selection; Noise filter; Statistical machine translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010 International Conference on Machine Learning and Cybernetics, ICMLC 2010","","","","","","","","","","","","","","",""
"QMT4BL9K","journalArticle","2010","Dwivedi, S.K.; Sukhadeve, P.P.","Machine translation system in Indian perspectives","Journal of Computer Science","","","10.3844/jcssp.2010.1111.1116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049497777&doi=10.3844%2fjcssp.2010.1111.1116&partnerID=40&md5=770b3538620932fd3bbc67c51caa4777","Problem statement: In a large multilingual society like India, there is a great demand for translation of documents from one language to another language. Approach: Most of the state government works in there provincial languages, whereas the central government's official documents and reports are in English and Hindi. Results: In order to have an appropriate communication there is a need to translate these documents and reports in the respective provincial languages. Natural Language Processing (NLP) and Machine Translation (MT) tools are upcoming areas of study the field of computational linguistics. Machine translation is the application of computers to the translation of texts from one natural language into another natural language. It is an important sub-discipline of the wider field of artificial intelligence. Conclusion/Recommendations: There are certain machine translation systems that have been developed in India for translation from English to Indian languages by using different approaches. It is this perspective with which we shall broach this study, launching our theme with a brief on the machine translation systems scenario in India through data and previous research on machine translation. © 2010 Science Publications.","2010","2021-02-07 01:39:03","2021-02-07 01:39:03","","1111-1116","","10","6","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :20</p>; <p>Export Date: 7 February 2021</p>","","","","Computational linguistics; Language processing; Machine translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5PWBPL6","journalArticle","2010","Goyal, V.; Lehal, G.S.","Web based Hindi to Punjabi machine translation system","Journal of Emerging Technologies in Web Intelligence","","","10.4304/jetwi.2.2.148-151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049509073&doi=10.4304%2fjetwi.2.2.148-151&partnerID=40&md5=4248baa9c3a74f3bb2484dfe0b8d15ac","Hindi and Punjabi are closely related languages with lots of similarities in syntax and vocabulary Both Punjabi and Hindi languages have originated from Sanskrit which is one of the oldest language. In terms of speakers, Hindi is third most widely spoken language and Punjabi is twelfth most widely spoken language. Punjabi language is mostly used in the Northern India and in some areas of Pakistan as well as in UK, Canada and USA. Hindi is the national language of India and is spoken and used by the people all over the country. In the present research, Basic Hindi to Punjabi machine translation system using direct translation approach has been developed. The results of this translation system are surprisingly good. The system includes lexicon based translation, transliteration and continuously improving the system through machine learning module. It also takes care of basic word sense disambiguation. © 2010 ACADEMY PUBLISHER.","2010","2021-02-07 01:39:05","2021-02-07 01:39:05","","148-151","","2","2","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :16</p>; <p>Export Date: 7 February 2021</p>","","","","Closely related languages; Computational linguistics; Hindi; Machine translation system; Natural language processing; Punjabi; Transliteration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53N79J26","conferencePaper","2010","Masuda, Y.; Mase, M.; Kitamura, Y.","Guided input method for collaborative machine translation systems","","","","10.2316/p.2010.689-033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858857994&doi=10.2316%2fp.2010.689-033&partnerID=40&md5=2a03309bfd4726332a781010a2b9c7fb","The quality of machine translation depends on the input sentence. Collaborative machine translation systems do not only translate the input sentence into a target language but also back-translate the translation into the input language in a reverse way, and the user can repair the input sentence to improve the quality of translation referring to the back translation. However, it is not easy for novice users to repair the input sentence appropriately to be translated correctly. We propose a guided input method that assists the users to compose input sentences by presenting word candidates that may lead to a correct translation. The word candidates are generated from the sentence structure and word database that is created by storing input sentences that have been translated correctly. We evaluate the performance of the guided input method depending on the number of input sentences stored in the database. As the number of input sentences increases in the database, the performance of the method improves because the number of correct translations increases and the number of repairs decreases in an experiment of Japanese-Chinese translation. On the other hand, in an experiment of Japanese-English translation, the performance of the method is not so remarkable. The guided input method works better when the users are not familiar with the target language.","2010","2021-02-07 01:39:07","2021-02-07 01:39:07","","175-182","","","","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","Back translation; Collaborative machine translation; Guided input method","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 6th IASTED International Conference on Advances in Computer Science and Engineering, ACSE 2010","","","","","","","","","","","","","","",""
"N3HPAZGQ","journalArticle","2010","Ghurab, M.; Zhuang, Y.; Wu, J.; Abdullah, M.Y.","Arabic-Chinese and Chinese-Arabic Phrase-Based Statistical Machine Translation Systems","Information Technology Journal","","","10.3923/itj.2010.666.672","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649204119&doi=10.3923%2fitj.2010.666.672&partnerID=40&md5=b4c7c2ebbb6cae8481d43a2bd1a83cde","Designs for Arabic-to-Chinese and Chinese-to-Arabic translation systems are presented. The core of the system implements standard Phrase-Based Statistical Machine Translation architecture, where Corpus data used for the systems was collected from the United-Nations website and various news engine websites. Here, we focus on its acquisition as it is the training data of Arabic-Chinese and Chinese-Arabic Statistical Machine Translation systems. We trained Statistical Machine Translation systems for two language pairs, which revealed interesting clues into the challenges ahead. Models are then softly integrated into Statistical Machine Translation architecture so they can interact with other models without modifying the basic architecture. As a result, phrase translation probabilities learn directly rather than deriving them heuristically. © 2010 Asian Network for Scientific Information.","2010","2021-02-07 01:39:09","2021-02-07 01:39:09","","666-672","","4","9","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :5</p>; <p>Export Date: 7 February 2021</p>","","","","Arabic segmentation; Chinese segmentation; Corpus collection; Mining; Phrase-based SMT; Tokemzation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y632ZFJK","conferencePaper","2010","Calefato, F.; Lanubile, F.; Minervini, P.","Can real-time machine translation overcome language barriers in distributed requirements engineering?","","","","10.1109/ICGSE.2010.37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149308784&doi=10.1109%2fICGSE.2010.37&partnerID=40&md5=b913de53755bd31ef2f60e7f61cf5bb6","In global software projects work takes place over long distances, meaning that communication will often involve distant cultures with different languages and communication styles that, in turn, exacerbate communication problems. However, being aware of cultural distance is not sufficient to overcome many of the barriers that language differences bring in the way of global project success. In this paper, we investigate the adoption of machine translation (MT) services in synchronous text-based chat in order to overcome any language barrier existing among groups of stakeholders who are remotely negotiating software requirements. We report our findings from a simulated study that compares the efficiency and the effectiveness of two MT services, Google Translate and apertium-service, in translating the messages exchanged during four distributed requirements engineering workshops. The results show that (a) Google Translate produces significantly more adequate translations than Apertium from English to Italian; (b) both services can be used in text-based chat without disrupting real-time interaction. © 2010 IEEE.","2010","2021-02-07 01:39:12","2021-02-07 01:39:12","","257-264","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :12</p>; <p>Export Date: 7 February 2021</p>","","","","Cultural distance; Distributed development; Language barrier; Machine translation; Requirements engineering; Simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - 5th International Conference on Global Software Engineering, ICGSE 2010","","","","","","","","","","","","","","",""
"QDKRZF3A","book","2010","Vasiljevs, A.; Gornostay, T.; Skadins, R.","LetsMT! - Online platform for sharing training data and building user tailored machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049309052&doi=10.3233%2f978-1-60750-641-6-133&partnerID=40&md5=95ec782d6e7fcc29486c42a4c906bc22","This position paper presents the recently started European collaboration project LetsMT!. This project creates a platform that gathers public and user-provided MT training data and generates multiple MT systems by combining and prioritizing this data. The project extends the use of existing state-of-the-art SMT methods that are applied to data supplied by users to increase quality, scope and language coverage of machine translation. The paper describes the background and motivation for this work, key approaches, and the technologies used. © 2010 The authors and IOS Press. All rights reserved.","2010","2021-02-07 01:39:14","2021-02-07 01:39:14","","","133","","219","","","","Frontiers in Artificial Intelligence and Applications","","","","","","","","","Scopus","","","","Pages: 140 DOI: 10.3233/978-1-60750-641-6-133","<p>Cited By :5</p>; <p>Export Date: 7 February 2021</p>","","","","cloud service; data sharing; LetsMT!; machine translation; Moses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QF2SGJYE","conferencePaper","2010","Wicentowski, R.; Kelly, M.; Lee, R.","Swat: Cross-lingual lexical substitution using local context matching, bilingual dictionaries and machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883452502&partnerID=40&md5=9cc76894f3c63f7d3dc85390a71a7ea9","We present two systems that select the most appropriate Spanish substitutes for a marked word in an English test sentence. These systems were of ficial entries to the SemEval-2010 Cross-Lingual Lexical Substitution task. The first system, SWAT-E, finds Spanish substitutions by first finding English substitutions in the English sentence and then translating these substitutions into Spanish using an English-Spanish dictionary. The second system, Swat-S, translates each English sentence into Spanish and then finds the Spanish substitutions in the Spanish sentence. Both systems exceeded the baseline and all other participating systems by a wide margin using one of the two of ficial scoring metrics. © 2010 Association for Computational Linguistics.","2010","2021-02-07 01:39:16","2021-02-07 01:39:16","","123-128","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :3</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACL 2010 - SemEval 2010 - 5th International Workshop on Semantic Evaluation, Proceedings","","","","","","","","","","","","","","",""
"S4WERY9B","journalArticle","2010","Ljubešić, N.; Bago, P.; Boras, D.","Statistical machine translation of Croatian weather forecasts: How much data do we need?","Journal of Computing and Information Technology","","","10.2498/cit.1001917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864634849&doi=10.2498%2fcit.1001917&partnerID=40&md5=882236e1fa8ac1a4a4b384fb7aea1c81","This research is the first step towards developing a system for translating Croatian weather forecasts into multiple languages. This step deals with the Croatian-English language pair. The parallel corpus consists of a one-year sample of the weather forecasts for the Adriatic, consisting of 7,893 sentence pairs. Evaluation is performed by the automatic evaluation measures BLUE, NIST and METEOR, as well as by manually evaluating a sample of 200 translations. We have shown that with a small-sized training set and the state-of-the artMoses system, decoding can be done with 96% accuracy concerning adequacy and fluency. Additional improvement is expected by increasing the training set size. Finally, the correlation of the recorded evaluation measures is explored.","2010","2021-02-07 01:39:19","2021-02-07 01:39:19","","303-308","","4","18","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","Automatic evaluation; Correlation between evaluation measures; Manual evaluation; Statistical machine translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZLZUSRX","journalArticle","2010","Shirko, O.; Omar, N.; Arshad, H.; Albared, M.","Machine translation of noun phrases from Arabic to english using transfer-based approach","Journal of Computer Science","","","10.3844/jcssp.2010.350.356","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952508884&doi=10.3844%2fjcssp.2010.350.356&partnerID=40&md5=aee57f0328d98f84ffbeaaf23ed08620","Problem statement: Any Arabic to English Machine Translation (MT) system should be capable of dealing with word order which Arabic exhibits. This poses a significant challenge to MT due to the vast number of ways to express the same sentence in Arabic. The ordering features are very important and should be carefully applied to ensure the generation of sentence in the target language. Because they apply to the target language, it should fulfill the specific requirement of this language. Mistakes in the MT output can be either the result of analysis problems at the source language level, or due to generation problem at target language level. Word order rules are crucial for the generation of sentences in the target language. They also serve as rules for the ordering of sentence constituents. These rules draw their information from the syntactic knowledge. The word order problem becomes more obvious when making machine translation between languages that have rich morphological variations. Approach: The main objective of this research is to develop a machine translation that translates Arabic noun phrases into English by using transfer-based approach. A system called Npae-Rbmt has been developed in this research. Transfer-based machine translation is one instance of rulebased machine-translation approaches and is currently one of the most widely used methods of machine translation. The idea of transfer-based machine translation it is necessary to have an intermediate representation that captures the ""meaning"" of the original sentence in order to generate the correct translation. Using advantages of transfer-based machine translation such as analysis step, the Transfer-based becomes simpler as linguistic analysis goes deeper-as the representation of analysis step becomes more abstract. In fact, a major goal of MT research is to define a level of analysis which is so deep in which transfer-based machine translation is able to do. Results: The method was tested on 88 thesis titles and journals from the computer science domain. The accuracy of the result was 94.6%. These results proved the viability of this approach for distant languages. Conclusion: Based on the achieved results, we have managed to perform the syntactic reordering within an Arabic noun phrases to English translation task by using transfer-based machine translation and also achieved reasonable improvements in translation quality over related approach. © 2010 Science Publications.","2010","2021-02-07 01:39:21","2021-02-07 01:39:21","","350-356","","3","6","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :18</p>; <p>Export Date: 7 February 2021</p>","","","","Arabic language processing; Machine translation; Noun phrases; Npae-Rbmt; Transfer-based approach","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CW5QLUPP","book","2010","Knoth, P.; Collins, T.; Sklavounou, E.; Zdrahal, Z.","EUROGENE: Multilingual retrieval and machine translation applied to human genetics","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952305398&doi=10.1007%2f978-3-642-12275-0_74&partnerID=40&md5=632ec34f4912ebd01512c34bc1f118e0","The objective of Eurogene is to collect a critical mass of educational content in the field of human genetics in nine European languages and to build a platform that will support the retrieval, sharing and navigation over the learning content. The Eurogene platform is already operational and is being used by the genetics community. In this paper, a part of the Eurogene platform related to the retrieval and machine translation of domain specific content is described. Our contribution lies in an approach for domain-specific adaption of cross-language information retrieval (CLIR) and machine translation (MT). The CLIR system is based on a multilingual domain ontology which is also used as a synchronization component between CLIR and MT. The MT system is adapted to the target domain using the terminology represented in the ontology and using statistical training performed on a collection of parallel texts. In the statistical training phase, new translations of a term can be discovered and used for ontology updating. The paper is organized as follows. First, we describe the motivation for our approach and the multilingual domain ontology. Later, the CLIR and MT components and their domain adaption and synchronization are discussed. © 2010 Springer-Verlag Berlin Heidelberg.","2010","2021-02-07 01:39:23","2021-02-07 01:39:23","","","670","","5993 LNCS","","","","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","","","","","","","Scopus","","","","Pages: 671 DOI: 10.1007/978-3-642-12275-0_74","<p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ID73JENS","journalArticle","2010","Sepesy Maučec, M.; Brest, J.","Reduction of morpho-syntactic features in statistical machine translation of highly inflective language","Informatica","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949842053&partnerID=40&md5=4519d3ae2d0cbbbfa150913de018ca69","We address the problem of statistical machine translation from highly inflective language to less inflective one. The characteristics of inflective languages are generally not taken into account by the statistical machine translation system. Existing translation systems often treat different inflected word forms of the same lemma as if they were independent of each other, although some interdependencies exist. On the other hand we know that if we reduce inflected word forms to common lemmas, some information is lost. It would be reasonable to eliminate only the variations in inflected word forms, which are not relevant for translation. Inflectional features of words are defined by morpho-syntactic descriptions (MSD) tags and we want reduce them. To do this the explicit knowledge about both languages (source and target language) is needed. The idea of the paper is to find the information-bearing MSDs in source language by data-driven approach. The task is performed by a global optimization algorithm, named Differential Evolution. The experiments were performed using freely available parallel English-Slovenian corpus SVEZ-IJS, which is lemmatized and annotated with MSD tags. The results show a promising direction toward optimal subset of morpho-syntactic features. © 2010 Institute of Mathematics and Informatics.","2010","2021-02-07 01:39:25","2021-02-07 01:39:25","","95-116","","1","21","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :7</p>; <p>Export Date: 7 February 2021</p>","","","","Inflective language; Morpho-syntactic description and Bleu metric; Statistical machine translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZFIDD8AK","conferencePaper","2009","Khan, Md.A.S.; Khan, M.; Nishino, T.","Example based English-Bengali machine translation using WordNet","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866317683&partnerID=40&md5=4c0280f67a3c9bbaf575b4cf5c698584","In this paper we propose an architecture of English-Bengali Example Based Machine Translation (EBMT) using WordNet. The proposed EBMT system has five steps: 1) Tagging 2) Parsing 3) Prepare the chunks of the sentence using sub-sentential EBMT 4) Using an efficient adapting scheme, match the sentence rule 5) Translate from Source Language (English) to Target Language (Bengali) in the chunk and generate with morphological analysis with the help of WordNet. Using the word senses given by the WordNet we can detect the ambiguity and improve the correctness of translation.","2009","2021-02-07 01:39:27","2021-02-07 01:39:27","","193-196","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :4</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TriSAI 2009 - Proceedings of Triangle Symposium on Advanced ICT 2009","","","","","","","","","","","","","","",""
"FMKD5X2D","book","2009","Adly, N.; Al Ansary, S.","Evaluation of Arabic machine translation system based on the Universal Networking Language","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651260109&doi=10.1007%2f978-3-642-12550-8_20&partnerID=40&md5=d226f057a97cab58b6895b640f186b2e","This paper evaluates a machine translation (MT) system based on the interlingua approach, the Universal Network Language (UNL) system, designed for Multilanguage translation. The study addresses evaluation of English-Arabic translation and aims at comparing the MT systems based on UNL against other systems. Also, it serves to analyze the development of the system understudy by comparing output at the sentence level. The evaluation is performed on the Encyclopedia of Life Support Systems (EOLSS), a wide range corpus covering multiple linguistic and cultural backgrounds. Three automated metrics are evaluated, namely BLEU, F1 and Fmean after being adapted to the Arabic language. Results revealed that the UNL MT outperforms other systems for all metrics. © 2010 Springer-Verlag Berlin Heidelberg.","2009","2021-02-07 01:39:28","2021-02-07 01:39:28","","","243","","5723 LNCS","","","","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","","","","","","","Scopus","","","","Pages: 257 DOI: 10.1007/978-3-642-12550-8_20","<p>Cited By :11</p>; <p>Export Date: 7 February 2021</p>","","","","Encyclopedia of Life Support Systems; Evaluation of MT; Interlingua; Machine translation; Natural Language Generation; Natural Language Processing; Universal Networking Language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YNJSHYWT","conferencePaper","2009","Kolovratník, D.; Klyueva, N.; Bojar, O.","Statistical machine translation between related and unrelated languages","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874092263&partnerID=40&md5=4e53e60e0764c6bb3f9d9ebdcd887d73","In this paper we describe an attempt to compare how relatedness of languages can influence the performance of statistical machine translation (SMT). We apply the Moses toolkit on the Czech-English-Russian corpus UMC 0.1 in order to train two translation systems: Russian-Czech and English-Czech. The quality of the translation is evaluated on an independent test set of 1000 sentences parallel in all three languages using an automatic metric (BLEU score) as well as manual judgments. We examine whether the quality of Russian-Czech is better thanks to the relatedness of the languages and similar characteristics of word order and morphological richness. Additionally, we present and discuss the most frequent translation errors for both language pairs.","2009","2021-02-07 01:39:30","2021-02-07 01:39:30","","31-36","","","584","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :4</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CEUR Workshop Proceedings","","","","","","","","","","","","","","",""
"ZMLV2CV7","conferencePaper","2009","Kääriäinen, M.","Sinuhe - Statistical machine translation using a globally trained conditional exponential family translation model","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650048351&partnerID=40&md5=4b4128dcc5e0cd00f0ef1dfa613f685e","We present a new phrase-based conditional exponential family translation model for statistical machine translation. The model operates on a feature representation in which sentence level translations are represented by enumerating all the known phrase level translations that occur inside them. This makes the model a good match with the commonly used phrase extraction heuristics. The model's predictions are properly normalized probabilities. In addition, the model automatically takes into account information provided by phrase overlaps, and does not suffer from reference translation reachability problems. We have implemented an open source translation system Sinuhe based on the proposed translation model. Our experiments on Europarl and GigaFrEn corpora demonstrate that finding the unique MAP parameters for the model on large scale data is feasible with simple stochastic gradient methods. Sinuhe is fast and memory efficient, and the BLEU scores obtained by it are only slightly inferior to those of Moses. © 2009 ACL and AFNLP.","2009","2021-02-07 01:39:32","2021-02-07 01:39:32","","1027-1036","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :11</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMNLP 2009 - Proceedings of the 2009 Conference on Empirical Methods in Natural Language Processing: A Meeting of SIGDAT, a Special Interest Group of ACL, Held in Conjunction with ACL-IJCNLP 2009","","","","","","","","","","","","","","",""
"3PP74D9V","conferencePaper","2009","Xiao, T.; Li, M.; Zhang, D.; Zhu, J.; Zhou, M.","Better synchronous binarization for machine translation","","","","10.3115/1699510.1699558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649249351&doi=10.3115%2f1699510.1699558&partnerID=40&md5=0356903ef8902dac9ed90766b0c87222","Binarization of Synchronous Context Free Grammars (SCFG) is essential for achieving polynomial time complexity of decoding for SCFG parsing based machine translation systems. In this paper, we first investigate the excess edge competition issue caused by a leftheavy binary SCFG derived with the method of Zhang et al. (2006). Then we propose a new binarization method to mitigate the problem by exploring other alternative equivalent binary SCFGs. We present an algorithm that iteratively improves the resulting binary SCFG, and empirically show that our method can improve a string-to-tree statistical machine translations system based on the synchronous binarization method in Zhang et al. (2006) on the NIST machine translation evaluation tasks. © 2009 ACL and AFNLP.","2009","2021-02-07 01:39:34","2021-02-07 01:39:34","","362-370","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :8</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMNLP 2009 - Proceedings of the 2009 Conference on Empirical Methods in Natural Language Processing: A Meeting of SIGDAT, a Special Interest Group of ACL, Held in Conjunction with ACL-IJCNLP 2009","","","","","","","","","","","","","","",""
