Authors,Title,Year,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Blackwood, G., De Gispert, A., Byrne, W.",Fluency constraints for minimum bayes-risk decoding of statistical machine translation lattices,2010,71,79,9,9,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053246918&partnerID=40&md5=a5424f910ec7b931406af8a475059360,Conference Paper,Scopus,2-s2.0-80053246918
"Bleiweiss, A.",Machine floriography: Sentiment-inspired flower predictions over gated recurrent neural networks,2018,413,421,9,1,10.5220/0006583204130421,https://www.scopus.com/inward/record.url?eid=2-s2.0-85046624868&partnerID=40&md5=b42735faaa6761ccfba07c9bc590e236,Conference Paper,Scopus,2-s2.0-85046624868
"Blunsom, P., Cohn, T., Osborne, M.",A discriminative latent variable model for statistical machine translation,2008,200,208,9,66,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053265424&partnerID=40&md5=58e106a02723133c6c960885b0971b20,Conference Paper,Scopus,2-s2.0-80053265424
"Blunsom, P., Osborne, M.",Probabilistic inference for machine translation,2008,215,223,9,19,10.3115/1613715.1613746,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053357749&partnerID=40&md5=d1d15fd8a5023ae60df7ac3ed5fa9ced,Conference Paper,Scopus,2-s2.0-80053357749
"Calefato, F., Lanubile, F., Prikladnicki, R.",A controlled experiment on the effects of machine translation in multilingual requirements meetings,2011,94,102,9,13,10.1109/ICGSE.2011.14,https://www.scopus.com/inward/record.url?eid=2-s2.0-81255150897&partnerID=40&md5=9f1bc1d3ea79b7ecb8bbc51f55a6a0d5,Conference Paper,Scopus,2-s2.0-81255150897
"Casañ, G.A., Castaño, Ma.A.",A connectionist automatic encoder and translator for natural languages,2009,415,423,9,1,10.1007/978-3-540-85863-8_49,https://www.scopus.com/inward/record.url?eid=2-s2.0-58149197897&partnerID=40&md5=8dda683f8f528b288d1fca3f0c5b406b,Conference Paper,Scopus,2-s2.0-58149197897
"Caseli, H.D.M., Nunes, I.A.",Statistical machine translation: Little changes big impacts,2009,63,71,9,6,10.1109/STIL.2009.24,https://www.scopus.com/inward/record.url?eid=2-s2.0-77955934175&partnerID=40&md5=4b6b18b9a49e364181295ec783a0bed5,Conference Paper,Scopus,2-s2.0-77955934175
"Chang, W., Liu, Z., Jin, Y.",Research on semantic-based passive transformation in Chinese-English machine translation,2013,346,354,9,,10.1007/978-3-642-41644-6_32,https://www.scopus.com/inward/record.url?eid=2-s2.0-84901479324&partnerID=40&md5=af02d033bc026a8df73d66068acb0834,Conference Paper,Scopus,2-s2.0-84901479324
"Chen, B., Zhu, X.",Bilingual sentiment consistency for statistical machine translation,2014,607,615,9,8,10.3115/v1/e14-1064,https://www.scopus.com/inward/record.url?eid=2-s2.0-84905709597&partnerID=40&md5=0809107b5156be089e2a34ee93399f1c,Conference Paper,Scopus,2-s2.0-84905709597
"Cherry, C.",Cohesive phrase-based decoding for statistical machine translation,2008,72,80,9,40,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84859903733&partnerID=40&md5=8e2910209bcae874fd1bc1e459170b96,Conference Paper,Scopus,2-s2.0-84859903733
"Chinea-Rios, M., Sanchis-Trilles, G., Casacuberta, F.",Domain adaptation problem in statistical machine translation systems,2015,205,213,9,,10.3233/978-1-61499-578-4-205,https://www.scopus.com/inward/record.url?eid=2-s2.0-84948749217&partnerID=40&md5=43436b09be479bf77eb15be4bfa7f913,Conference Paper,Scopus,2-s2.0-84948749217
"Chung, T., Gildea, D.",Unsupervised tokenization for machine translation,2009,718,726,9,28,10.3115/1699571.1699606,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053397836&partnerID=40&md5=c2d3b3315871b8c200666d8cba94dafe,Conference Paper,Scopus,2-s2.0-80053397836
"Crego, J.M., Max, A., Yvon, F.",Local lexical adaptation in machine translation through triangulation: SMT helping SMT,2010,232,240,9,8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053396952&partnerID=40&md5=3abdf24b4561d66f2ab4804d98093ccb,Conference Paper,Scopus,2-s2.0-80053396952
"Cressey, W.W.",Review article: Project for integrated development of English-Spanish machine translation,1987,45,53,9,,10.1007/BF01540133,https://www.scopus.com/inward/record.url?eid=2-s2.0-34248902726&partnerID=40&md5=07d4b8ef04ba794a6d32f7cc7391333d,Review,Scopus,2-s2.0-34248902726
"?ulo, O., Nitzke, J.",Patterns of terminological variation in post-editing and of cognate use in machine translation in contrast to human translation,2016,106,114,9,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85001033012&partnerID=40&md5=909fe492cda221757a06dec41a96a6e5,Conference Paper,Scopus,2-s2.0-85001033012
"Dabre, R., Chu, C., Cromieres, F., Nakazawa, T., Kurohashi, S.",Large-scale dictionary construction via pivot-based statistical machine translation with significance pruning and neural network features,2015,289,297,9,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84983130794&partnerID=40&md5=4abdc26d6f303d56db5392523bd59db3,Conference Paper,Scopus,2-s2.0-84983130794
"Dhore, M., Jadhav, R.","Transliteration of Residential Addresses Having Hindi, Urdu and English",2021,23,31,9,,10.1007/978-981-33-4073-2_3,https://www.scopus.com/inward/record.url?eid=2-s2.0-85104851244&partnerID=40&md5=51a015b1c1754922e6cde9ac72057174,Conference Paper,Scopus,2-s2.0-85104851244
"Dinh, D., Nguyen, P., Nguyen, L.H.B.",Transliterating Nôm Scripts into Vietnamese National Scripts using Statistical Machine Translation,2021,37,45,9,,10.14569/IJACSA.2021.0120205,https://www.scopus.com/inward/record.url?eid=2-s2.0-85102074193&partnerID=40&md5=98bed39a1c63f7242d1c32c24a78d8bd,Article,Scopus,2-s2.0-85102074193
"Doi, T., Sumita, E.",Splitting input for machine translation using N-gram language model together with utterance similarity,2005,1256,1264,9,1,10.1093/ietisy/e88-d.6.1256,https://www.scopus.com/inward/record.url?eid=2-s2.0-25844443771&partnerID=40&md5=2187b491f5c510cef87ab7a64eecba77,Article,Scopus,2-s2.0-25844443771
"Domingo, M., Casacuberta, F.",Spelling normalization of historical documents by using a machine translation approach,2018,129,137,9,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072869805&partnerID=40&md5=097ffd40b5cffd21c00ef761d559e944,Conference Paper,Scopus,2-s2.0-85072869805
"Dong, X., Wang, L., Zhou, X., Zhou, J.",Phrase reordering for Chinese-Uyghur statistical machine translation,2012,1145,1153,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84862702770&partnerID=40&md5=3d227e5d918e838611c53d3a81a296f8,Article,Scopus,2-s2.0-84862702770
"Dong, X., Xue, H., Yang, Y.",Factor-based uyghur-chinese statistical machine translation,2012,275,283,9,4,10.4156/ijact.vol4.issue2.33,https://www.scopus.com/inward/record.url?eid=2-s2.0-84863116395&partnerID=40&md5=37d2ecf1a63780427816a6bfd7fef649,Article,Scopus,2-s2.0-84863116395
"Dou, Q., Knight, K.",Dependency-based decipherment for resource-limited machine translation,2013,1668,1676,9,15,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84926365792&partnerID=40&md5=4489ef5e741bff0d861ca819790550f6,Conference Paper,Scopus,2-s2.0-84926365792
"Dou, Q., Vaswani, A., Knight, K.",Beyond parallel data: Joint word alignment and decipherment improves machine translation,2014,557,565,9,9,10.3115/v1/d14-1061,https://www.scopus.com/inward/record.url?eid=2-s2.0-84961333449&partnerID=40&md5=4822cbbd71fbda33b9664be9a028cab7,Conference Paper,Scopus,2-s2.0-84961333449
"Duan, N., Li, M., Zhang, D., Zhou, M.",Mixture model-based minimum bayes risk decoding using multiple machine translation systems,2010,313,321,9,9,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053429978&partnerID=40&md5=c72f0a0c1184f52fdb316990062396aa,Conference Paper,Scopus,2-s2.0-80053429978
"Duan, N., Sun, H., Zhou, M.",Translation model generalization using probability averaging for machine translation,2010,304,312,9,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053429976&partnerID=40&md5=54c37d99639a2d08310726fee641b9fb,Conference Paper,Scopus,2-s2.0-80053429976
"Ehab, R., Gadallah, M., Amer, E.",English-Arabic Hybrid machine translation system using EBMT and translation memory,2019,195,203,9,,10.14569/IJACSA.2019.0100126,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062984309&partnerID=40&md5=e8286b3055e5c5e6547049891c2df4ae,Article,Scopus,2-s2.0-85062984309
"El Marouani, M., Boudaa, T., Enneya, N.",Statistical error analysis of machine translation: The case of arabic,2020,1053,1061,9,,10.13053/CYS-24-3-3289,https://www.scopus.com/inward/record.url?eid=2-s2.0-85095695765&partnerID=40&md5=542aa4b8e29b9b006da9b04cc65b316e,Article,Scopus,2-s2.0-85095695765
"El-Haj, M., Rayson, P., Hall, D.","Language independent evaluation of translation style and consistency: Comparing human and machine translations of Camus' novel ""The Stranger""",2014,116,124,9,2,10.1007/978-3-319-10816-2_15,https://www.scopus.com/inward/record.url?eid=2-s2.0-84906968833&partnerID=40&md5=fcf692e2a155015d5b8b678a870d7391,Conference Paper,Scopus,2-s2.0-84906968833
"Estrella, P., Duboue, P.A.",Experiments on language normalization for spanish to english machine translation,2005,29,37,9,,10.4114/ia.v9i26.843,https://www.scopus.com/inward/record.url?eid=2-s2.0-33644938020&partnerID=40&md5=1392502eb34fad3b8bfd9a972e504d57,Article,Scopus,2-s2.0-33644938020
"Eyigöz, E., Gildea, D., Oflazer, K.",Simultaneousword-morpheme alignment for statistical machine translation,2013,32,40,9,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84926184578&partnerID=40&md5=fcdde2d5d56cb91ee5f8cb02dab5846d,Conference Paper,Scopus,2-s2.0-84926184578
"Feng, Y., Liu, Y., Mi, H., Liu, Q., Lü, Y.",Lattice-based system combination for statistical machine translation,2009,1105,1113,9,18,10.3115/1699648.1699656,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053430581&partnerID=40&md5=7402d1e51816ae9caecd074e16f52eb5,Conference Paper,Scopus,2-s2.0-80053430581
"Finch, A., Sumita, E.",Bidirectional phrase-based statistical machine translation,2009,1124,1132,9,12,10.3115/1699648.1699658,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053413226&partnerID=40&md5=728c9ad45e69d1af13225bb384fd3880,Conference Paper,Scopus,2-s2.0-80053413226
"Foster, G., Goutte, C., Kuhn, R.",Discriminative instance weighting for domain adaptation in statistical machine translation,2010,451,459,9,108,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053229583&partnerID=40&md5=487640b355f05a9887c4ebae0a48bf33,Conference Paper,Scopus,2-s2.0-80053229583
"Foster, G., Kuhn, R., Johnson, H.",Phrasetable smoothing for Statistical machine translation,2006,53,61,9,40,10.3115/1610075.1610084,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053359015&partnerID=40&md5=1762f2efc4a0a7b55fc96cb7aa1dea0a,Conference Paper,Scopus,2-s2.0-80053359015
"Gangadharaiah, R., Brown, R.D., Carbonell, J.",Monolingual distributional profiles for word substitution in machine translation,2010,320,328,9,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053409249&partnerID=40&md5=2539defffd5a29ae4a250f662de1cdce,Conference Paper,Scopus,2-s2.0-80053409249
"Genzel, D.",Automatically learning source-side reordering rules for large scale machine translation,2010,376,384,9,60,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053417021&partnerID=40&md5=13877c00c5e1ca254fe4eeb54f2de369,Conference Paper,Scopus,2-s2.0-80053417021
"Genzel, D., Uszkoreit, J., Och, F.","""Poetic"" statistical machine translation: Rhyme and meter",2010,158,166,9,30,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053281400&partnerID=40&md5=007e4c92865af1b3284de694f23f0791,Conference Paper,Scopus,2-s2.0-80053281400
"Ghazvininejad, M., Karpukhin, V., Zettlemoyer, L., Levy, O.",Aligned cross entropy for non-autoregressive machine translation,2020,3473,3481,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85101715982&partnerID=40&md5=5b36cf392740f33fdf49b17de03804dd,Conference Paper,Scopus,2-s2.0-85101715982
"Gillespie, D., Russell, B.",Building a translation memory to improve machine translation coverage and quality,2016,170,178,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072836669&partnerID=40&md5=b65d8736ba9ab20ee05ba497ea494827,Conference Paper,Scopus,2-s2.0-85072836669
"González-Rubio, J., Navarro-Cerdán, J.R., Casacuberta, F.",Partial least squares for word confidence estimation in machine translation,2013,500,508,9,,10.1007/978-3-642-38628-2_59,https://www.scopus.com/inward/record.url?eid=2-s2.0-84883182335&partnerID=40&md5=5b8bf48df022f2f5396c833893e350d5,Conference Paper,Scopus,2-s2.0-84883182335
"Graham, Y., Baldwin, T., Moffat, A., Zobel, J.",Is machine translation getting better over time?,2014,443,451,9,12,10.3115/v1/e14-1047,https://www.scopus.com/inward/record.url?eid=2-s2.0-84905674839&partnerID=40&md5=5b53b1e6b1a89f6048b203fb9daf3dd3,Conference Paper,Scopus,2-s2.0-84905674839
"Graham, Y., Mathur, N., Baldwin, T.",Accurate evaluation of segment-level machine translation metrics,2015,1183,1191,9,25,10.3115/v1/n15-1124,https://www.scopus.com/inward/record.url?eid=2-s2.0-84944091060&partnerID=40&md5=3f2690f6b6566ad667fbe9932b2f75af,Conference Paper,Scopus,2-s2.0-84944091060
"Guo, J., Liu, J., Han, Q., Chen, X., Zhao, Y.",Domain mining for machine translation,2015,2769,2777,9,,10.3233/IFS-151981,https://www.scopus.com/inward/record.url?eid=2-s2.0-84951772063&partnerID=40&md5=b1d4a36700d4d9b822b9d93541bb76bb,Conference Paper,Scopus,2-s2.0-84951772063
"Guzman, F., Màrquez, L., Nakov, P.",MTE-NN at SemEval-2016 task 3: Can machine translation evaluation help community question answering?,2016,887,895,9,11,10.18653/v1/s16-1137,https://www.scopus.com/inward/record.url?eid=2-s2.0-85016564585&partnerID=40&md5=1efd763fc01c0c62211a88b731f2dce0,Conference Paper,Scopus,2-s2.0-85016564585
"Habash, N.",The use of a structural n-gram language model in generation-heavy hybrid machine translation,2004,61,69,9,11,10.1007/978-3-540-27823-8_7,https://www.scopus.com/inward/record.url?eid=2-s2.0-35048826742&partnerID=40&md5=f3857e87fe3cafde93e6f2089711b5ab,Article,Scopus,2-s2.0-35048826742
"Hanneman, G., Lavie, A.",Improving syntax-Augmented machine translation by coarsening the label set,2013,288,296,9,8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84926031271&partnerID=40&md5=166e63dc724fb270f1735314b5cccecf,Conference Paper,Scopus,2-s2.0-84926031271
"He, D., Xia, Y., Qin, T., Wang, L., Yu, N., Liu, T.-Y., Ma, W.-Y.",Dual learning for machine translation,2016,820,828,9,283,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85019265504&partnerID=40&md5=1263531a3227f47883b54a5f7ca2c030,Conference Paper,Scopus,2-s2.0-85019265504
"He, Y., Zhou, Y., Zong, C., Wang, H.",A novel reordering model based on multi-layer phrase for statistical machine translation,2010,447,455,9,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053396194&partnerID=40&md5=d9465e70ddacdbf85f564bdff66445c5,Conference Paper,Scopus,2-s2.0-80053396194
"Holland, M., Schlesiger, C., Tate, C.",Evaluating embedded machine translation in military field exercises,2000,239,247,9,1,10.1007/3-540-39965-8_27,https://www.scopus.com/inward/record.url?eid=2-s2.0-84943190958&partnerID=40&md5=e26f86a901276b806b01e86e2fe9876e,Article,Scopus,2-s2.0-84943190958
"Huang, H., Xu, J., Zhu, W., Chen, Y., Dang, R.",BJTU’s Submission to CCMT 2020 Quality Estimation Task,2020,105,113,9,,10.1007/978-981-33-6162-1_10,https://www.scopus.com/inward/record.url?eid=2-s2.0-85101569564&partnerID=40&md5=60c3ac85ef1bc562345e57bee032f0e9,Conference Paper,Scopus,2-s2.0-85101569564
"Huang, Y., Shi, X., Su, J., Chen, Y., Huang, G.",Pivot probability induction for statistical machine translation with topic similarity,2013,8351,8359,9,,10.12733/jcis8450,https://www.scopus.com/inward/record.url?eid=2-s2.0-84887286135&partnerID=40&md5=bdbec44e016f433b5d8144275a72108c,Article,Scopus,2-s2.0-84887286135
"Hutchins, J.",A new era in machine translation research,1995,211,219,9,5,10.1108/eb051397,https://www.scopus.com/inward/record.url?eid=2-s2.0-77950371789&partnerID=40&md5=f440eb8f8920ffffd06c02dcc41aae67,Review,Scopus,2-s2.0-77950371789
"Hwang, S.-M., Yeom, H.-G.",An Implementation of a System for Video Translation Using OCR,2021,49,57,9,,10.1007/978-3-030-64773-5_4,https://www.scopus.com/inward/record.url?eid=2-s2.0-85101540718&partnerID=40&md5=6ed5e8367dc3b015e37fd0a5c3de4e09,Conference Paper,Scopus,2-s2.0-85101540718
"JianDe, W., ZhaoXiong, C., HeYan, H.",Intelligent case based machine translation system,2001,197,205,9,1,10.1007/3-540-44686-9_21,https://www.scopus.com/inward/record.url?eid=2-s2.0-84947731844&partnerID=40&md5=8b6589db4ca10e907a50a6e179a14b5b,Article,Scopus,2-s2.0-84947731844
"Jiang, K., Lu, X.",Integrating Machine Translation with Human Translation in the Age of Artificial Intelligence: Challenges and Opportunities,2021,1397,1405,9,,10.1007/978-981-33-4572-0_202,https://www.scopus.com/inward/record.url?eid=2-s2.0-85098288012&partnerID=40&md5=d1c6bbf23b8755e673ac763c10771cf1,Conference Paper,Scopus,2-s2.0-85098288012
"John, B.B., Sobhana, N.V., Sobha, L., Rajkumar, T.",Malayalam to English translation: A statistical approach,2019,226,234,9,,10.1007/978-3-030-16681-6_23,https://www.scopus.com/inward/record.url?eid=2-s2.0-85066014999&partnerID=40&md5=589f6279ce08254d9afc9fc6c18ac13d,Conference Paper,Scopus,2-s2.0-85066014999
"Jolly, S., Agrawal, R.",Building English–Punjabi Parallel Corpus for Machine Translation,2021,377,385,9,,10.1007/978-981-15-5113-0_28,https://www.scopus.com/inward/record.url?eid=2-s2.0-85089717712&partnerID=40&md5=536ec91453bde992c2acd9baf6c788e9,Conference Paper,Scopus,2-s2.0-85089717712
"Jónsson, H.P., Símonarson, H.B., Snæbjarnarson, V., Steingrímsson, S., Loftsson, H.",Experimenting with different machine translation models in medium-resource settings,2020,95,103,9,,10.1007/978-3-030-58323-1_10,https://www.scopus.com/inward/record.url?eid=2-s2.0-85091177513&partnerID=40&md5=5ba9df38b5f3447acaca1052eb7ab347,Conference Paper,Scopus,2-s2.0-85091177513
"Junczys-Dowmunt, M., Grundkiewicz, R.",The AMU system in the CoNLL-2014 shared task: Grammatical error correction by data-intensive and feature-rich statistical machine translation,2014,25,33,9,32,10.3115/v1/w14-1703,https://www.scopus.com/inward/record.url?eid=2-s2.0-84923952438&partnerID=40&md5=66b892204f71daf16eed988baf0d1ce8,Conference Paper,Scopus,2-s2.0-84923952438
"Kamanur, U., Sharipbay, A., Altenbek, G., Bekmanova, G., Zhetkenbay, L.",Investigation and use of methods for defining the extends of similarity of Kazakh language sentences,2016,153,161,9,2,10.1007/978-3-319-47674-2_14,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992511500&partnerID=40&md5=3d132a777f183824ca1c17184ddffca3,Conference Paper,Scopus,2-s2.0-84992511500
"Kartbayev, A.",Using Kazakh morphology information to improveword alignment for SMT,2016,351,359,9,,10.1007/978-3-319-29504-6_34,https://www.scopus.com/inward/record.url?eid=2-s2.0-84958260936&partnerID=40&md5=8b7fbb97e9b10257b9854ddff7caa199,Conference Paper,Scopus,2-s2.0-84958260936
"Kesiman, M.W.A., Burie, J.-C., Ogier, J.-M., Grangé, P.",Knowledge Representation and Phonological Rules for the Automatic Transliteration of Balinese Script on Palm Leaf Manuscript,2017,739,747,9,3,10.13053/CyS-21-4-2851,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040378747&partnerID=40&md5=2207890f426df2c4f45653c4aea5bb01,Article,Scopus,2-s2.0-85040378747
"Kharb, S., Kumar, H., Kumar, M., Chaturvedi, A.K.",Efficiency of a machine translation system,2017,140,148,9,2,10.1109/ICECA.2017.8203660,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047088655&partnerID=40&md5=992299be135da1559434ed524324d420,Conference Paper,Scopus,2-s2.0-85047088655
"Khemakhem, I.T., Jamoussi, S., Hamadou, A.B.",Arabic-English semantic class alignment to improve statistical machine translation,2015,663,671,9,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949752784&partnerID=40&md5=6691160b96275c0ff962a928d48b77ad,Conference Paper,Scopus,2-s2.0-84949752784
"Kim, H.-K., Chung, Y.-K.",Automatic translation form requirements model into use cases modeling on UML,2005,769,777,9,10,10.1007/11424857_84,https://www.scopus.com/inward/record.url?eid=2-s2.0-24944590511&partnerID=40&md5=ea2892a199b9695db5124ba15ad70447,Conference Paper,Scopus,2-s2.0-24944590511
"Kituku, B., Muchemi, L., Nganga, W.",A review on machine translation approaches,2016,182,190,9,4,10.11591/telkomnika.v1i1.pp182-190,https://www.scopus.com/inward/record.url?eid=2-s2.0-85014317034&partnerID=40&md5=951e3d368f140d095d51b1ddf8c2fd0f,Review,Scopus,2-s2.0-85014317034
"Kolachina, P., Cancedda, N., Dymetman, M., Venkatapathy, S.",Prediction of learning curves in machine translation,2012,22,30,9,7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84878208192&partnerID=40&md5=92583a19617f4b7fbdaac8b632b97c7e,Conference Paper,Scopus,2-s2.0-84878208192
"Lagarda, A.L., Casacuberta, F.",Applying boosting to statistical machine translation,2008,88,96,9,8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857608411&partnerID=40&md5=d06599df3e8d37ba407baa3562e2a76b,Conference Paper,Scopus,2-s2.0-84857608411
"Laskar, S.R., Pakray, P., Bandyopadhyay, S.",Neural Machine Translation: Assamese–Bengali,2021,571,579,9,,10.1007/978-981-15-9829-6_45,https://www.scopus.com/inward/record.url?eid=2-s2.0-85104826003&partnerID=40&md5=e68c84459d141eda9cac1cef2dc0be0b,Conference Paper,Scopus,2-s2.0-85104826003
"Lee, Y.-S., Zhao, B., Luo, X.",Constituent reordering and syntax models for english-to- Japanese statistical machine translation,2010,626,634,9,12,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053434495&partnerID=40&md5=7048d2ebdbed8893b0a819129436addc,Conference Paper,Scopus,2-s2.0-80053434495
"Lemoine, M., Mullor, J.",Software transferability: A practical approach,1981,425,433,9,1,10.1002/spe.4380110503,https://www.scopus.com/inward/record.url?eid=2-s2.0-0019569363&partnerID=40&md5=96e66280d24e913a097a8400f01b2e5b,Article,Scopus,2-s2.0-0019569363
"Li, C.-W., Chen, J.-J., Chang, J.S.",Chinese spelling check based on neural machine translation,2018,367,375,9,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85083248492&partnerID=40&md5=491e1e279ae4e0459008679089c4445e,Conference Paper,Scopus,2-s2.0-85083248492
"Li, H., Sha, J., Shi, C.",Revisiting Back-Translation for Low-Resource Machine Translation between Chinese and Vietnamese,2020,119931,119939,9,,10.1109/ACCESS.2020.3006129,https://www.scopus.com/inward/record.url?eid=2-s2.0-85088292050&partnerID=40&md5=134f79bbd312be3ed804ab1fa02d91ab,Article,Scopus,2-s2.0-85088292050
"Li, L., Gong, Z.",Fuzzy matching for n-gram-based MT evaluation,2013,40,48,9,,10.1007/978-3-642-36337-5_5,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874151891&partnerID=40&md5=c7b1bc47d0f38da268adc58b872ba4b8,Conference Paper,Scopus,2-s2.0-84874151891
"Li, M., Zhao, Y., Zhang, D., Zhou, M.",Adaptive development data selection for log-linear model in statistical machine translation,2010,662,670,9,16,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053410263&partnerID=40&md5=a255410133ee7e44d962e0eea9e220f6,Conference Paper,Scopus,2-s2.0-80053410263
"Li, P., Wang, M., Wang, J.",Named entity translation method based on machine translation lexicon,2021,3977,3985,9,1,10.1007/s00521-020-05509-y,https://www.scopus.com/inward/record.url?eid=2-s2.0-85096868793&partnerID=40&md5=814660f7c566ef551c5a9224ddcdd283,Article,Scopus,2-s2.0-85096868793
"Li, Z., Wang, Z., Khudanpur, S., Eisner, J.",Unsupervised discriminative language model training for machine translation using simulated confusion sets,2010,656,664,9,7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053388717&partnerID=40&md5=3e2b9c282dc8bc7a7c9d6b714a1a0835,Conference Paper,Scopus,2-s2.0-80053388717
"Lin, G., Cai, Z., Lin, D.",Vertex covering by paths on trees with its applications in machine translation,2006,73,81,9,4,10.1016/j.ipl.2005.09.006,https://www.scopus.com/inward/record.url?eid=2-s2.0-28044435591&partnerID=40&md5=8800ed2a10bf77120c6b17faacddef7f,Article,Scopus,2-s2.0-28044435591
"Lin, Z., Liu, C., Ng, H.T., Kan, M.-Y.",Combining coherence models and machine translation evaluation metrics for summarization evaluation,2012,1006,1014,9,19,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84878172217&partnerID=40&md5=63962f2188c2b82486fccf41cba3d721,Conference Paper,Scopus,2-s2.0-84878172217
"Liu, C., Ng, H.T.",Character-level machine translation evaluation for languages with ambiguousword boundaries,2012,921,929,9,5,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84877772768&partnerID=40&md5=579d7f99a445909c272a75303af3a905,Conference Paper,Scopus,2-s2.0-84877772768
"Liu, D., Gildea, D.",Semantic role features for machine translation,2010,716,724,9,55,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053415302&partnerID=40&md5=37a6baf25a0eb52bdc7bea4681544cce,Conference Paper,Scopus,2-s2.0-80053415302
"Liu, J., Zhang, X., Tian, X., Wang, J., Sangaiah, A.K.",A novel domain adaption approach for neural machine translation,2020,445,453,9,1,10.1504/IJCSE.2020.109404,https://www.scopus.com/inward/record.url?eid=2-s2.0-85091774097&partnerID=40&md5=d7c4c77a9953a8587825c808fd2e15ae,Article,Scopus,2-s2.0-85091774097
"López, V.F., Corchado, J.M., De Paz, J.F., Rodríguez, S., Bajo, J.",A SomAgent statistical machine translation,2011,2925,2933,9,1,10.1016/j.asoc.2010.08.018,https://www.scopus.com/inward/record.url?eid=2-s2.0-78751620470&partnerID=40&md5=94735c5496ebb68b4f181f351b943c65,Conference Paper,Scopus,2-s2.0-78751620470
"Luo, J., Lepage, Y.",Extraction of Potentially Useful Phrase Pairs for Statistical Machine Translation,2015,344,352,9,,10.2197/ipsjjip.23.344,https://www.scopus.com/inward/record.url?eid=2-s2.0-84929393599&partnerID=40&md5=02c8d700371ff6504a05261aeeaea7b8,Article,Scopus,2-s2.0-84929393599
"Luong, M.-T., Sutskever, I., Le, Q.V., Vinyals, O., Zaremba, W.",Addressing the rare word problem in neural machine translation,2015,11,19,9,222,10.3115/v1/p15-1002,https://www.scopus.com/inward/record.url?eid=2-s2.0-84943804979&partnerID=40&md5=17fc3dae98e4fdd9f02dfb201dd51375,Conference Paper,Scopus,2-s2.0-84943804979
"Lwin, H.A., Wai, T.T.",Neural Machine Translation on Myanmar Language,2020,311,319,9,,10.1007/978-3-030-33585-4_31,https://www.scopus.com/inward/record.url?eid=2-s2.0-85075701165&partnerID=40&md5=b61b71772e1d028ceeb82bb68cfdcb82,Conference Paper,Scopus,2-s2.0-85075701165
"Ly, L., Nguyen, Q., Nguyen, L.H.B., Dien, D.",Integrating structural dependencies in neural machine translation using graph convolutional networks,2019,1067,1075,9,,10.24507/icicelb.10.12.1067,https://www.scopus.com/inward/record.url?eid=2-s2.0-85074691893&partnerID=40&md5=6094250f8d065fe30fc792353c445ac4,Article,Scopus,2-s2.0-85074691893
"Ma, X., Li, K., Koehn, P.",An analysis of source context dependency in neural machine translation,2018,189,197,9,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85074928773&partnerID=40&md5=e5e027c088de773e2141bc8360cd674f,Conference Paper,Scopus,2-s2.0-85074928773
