"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Automatic landmark detection in cephalometry using a modified Active Shape Model with sub image matching","Rahele Kafieh; Alireza Mehri; Saeed Sadri","Isfahan University of Medicine, Hezar jareeb St, Iran; Isfahan University of Medicine, Hezar jareeb St, Iran; Isfahan University of Technology, daneshgah sanati St, Iran","2007 International Conference on Machine Vision","7 Mar 2008","2007","","","73","78","This paper introduces a modification on using active shape models (ASM) for automatic landmark detection in cephalometry and combines many new ideas to improve its performance. In first step, some feature points are extracted to model the size, rotation, and translation of skull. A learning vector quantization (LVQ) neural network is used to classify images according to their geometrical specifications. Using LVQ for every new image, the possible coordinates of landmarks are estimated, knowing the class of new image. Then a modified ASM with a multi resolution approach is applied and a principal component analysis (PCA) is incorporated to analyze each template and the mean shape is calculated. The local search to find the best match to the intensity profile is then used and every point is moved to get the best location. Finally a sub image matching procedure, based on cross correlation, is applied to pinpoint the exact location of each landmark after the template has converged. On average It percent of the landmarks are within 1 mm of correct coordinates,percent within 1 mm, and percent within 1 mm, which shows a distinct improvement on other proposed methods.","","978-1-4244-1624-0","10.1109/ICMV.2007.4469276","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4469276","cephalometry;Active Shape Model;non linear diffusion;Principal Component Analysis;sub image matching","Active shape model;Image matching;Principal component analysis;Radiography;Image edge detection;Morphology;Biomedical imaging;Electronic mail;Feature extraction;Skull","biomedical measurement;feature extraction;image classification;image matching;image resolution;medical image processing;object detection;principal component analysis;vector quantisation","automatic landmark detection;cephalometry;modified active shape model;subimage matching;feature extraction;learning vector quantization;neural network;image classification;principal component analysis","","1","1","22","","7 Mar 2008","","","IEEE","IEEE Conferences"
"A stochastic learning based approach for automatic medical diagnosis using HMM toolbox in scilab environment","T. Al-Ani; Y. Hamam","Lab. A2SI-ESIEE, Cite Descartes, Noisy-le-Grand; Lab. A2SI-ESIEE, Cite Descartes, Noisy-le-Grand","Proceedings of 2005 IEEE Conference on Control Applications, 2005. CCA 2005.","19 Sep 2005","2005","","","1099","1103","In this work, automatic medical diagnosis system of sleep apnea syndrome is presented. This system is based on hidden Markov models (HMMs) Scilab toolbox. Conventional as well as a new simulated annealing based approaches to train HMMs are incorporated. The inference method of this system translates event state value into common interpretation as a pathophysiological state. The interpretation is extended to sequences of states in time to obtain a pathophysiological state-space trajectory. Some of the measurements of the respiratory activity issued by the technique of polysomnography are considered for offline or online detection of different sleep apnea syndromes. Experimental results using respiratory clinical data and some future perspectives of our work are presented","1085-1992","0-7803-9354-6","10.1109/CCA.2005.1507277","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1507277","","Stochastic processes;Medical diagnosis;Hidden Markov models;Sleep apnea;Laboratories;Performance evaluation;Medical treatment;Medical diagnostic imaging;Medical simulation;Simulated annealing","diseases;hidden Markov models;inference mechanisms;learning (artificial intelligence);medical diagnostic computing;medical signal processing;simulated annealing;sleep","stochastic learning;automatic medical diagnosis;HMM toolbox;Scilab;sleep apnea syndrome;hidden Markov models;simulated annealing;inference;pathophysiological state-space trajectory;polysomnography","","","3","23","","19 Sep 2005","","","IEEE","IEEE Conferences"
"Fully automatic 3-D segmentation of knee bone compartments by iterative local branch-and-mincut on MR images from osteoarthritis initiative (OAI)","Sang Hyun Park; Soochahn Lee; H. Shim; Il Dong Yun; Sang Uk Lee; Kyoung Ho Lee; Heung Sik Kang; Joon Koo Han","School of EECS, Seoul Nat'l Univ., Korea; School of EECS, Seoul Nat'l Univ., Korea; School of EECS, Seoul Nat'l Univ., Korea; School of EIE, Hankuk Univ. of F. S., Korea; School of EECS, Seoul Nat'l Univ., Korea; Dept. of Radiology, Seoul Nat'l Univ. Bundang Hosp., Korea; Dept. of Radiology, Seoul Nat'l Univ. Bundang Hosp., Korea; Dept. of Radiology, Seoul Nat'l Univ. Bundang Hosp., Korea","2009 16th IEEE International Conference on Image Processing (ICIP)","17 Feb 2010","2009","","","3381","3384","In this paper, we propose a fully automatic method to segment bone compartments in magnetic resonance (MR) images of knee joints gathered from a public database for research on knee osteoarthritis (OA), the osteoarthritis initiative (OAI). Considering the fixed scanning parameters which include position and flexion of the knee joint, the proposed method efficiently utilizes both shape and intensity priors obtained from pre-segmented data, and iteratively applies branch-and-mincut to a local subset of configurations of shape templates. More specifically, at each iteration, the optimal among a subset of the whole range in translation, rotation, and scale parameters are decomposed and separately computed, and motion is greedily selected by the lowest energy. Experimental results demonstrate the increased accuracy and efficiency compared to when only shape priors are applied and when branch-and-mincut is applied to the whole range of parameters at once, respectively.","2381-8549","978-1-4244-5654-3","10.1109/ICIP.2009.5413874","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5413874","Segmentation;Branch-and-mincut;Knee Bone;MR Image;Osteoarthritis","Image segmentation;Knee;Bones;Osteoarthritis;Shape;Joints;Uncertainty;Image storage;Magnetic resonance;Image databases","biomedical MRI;bone;diseases;image segmentation;medical image processing","automatic 3D segmentation;knee bone compartments;iterative local branch-and-mincut;MR images;osteoarthritis initiative;segment bone compartments;magnetic resonance images;knee joints;public database;knee osteoarthritis;scanning parameters;shape templates;shape priors","","1","","10","","17 Feb 2010","","","IEEE","IEEE Conferences"
"Automatic detection of small spherical lesions using multiscale approach in 3D medical images","A. Fazlollahi; F. Meriaudeau; V. L. Villemagne; C. C. Rowe; P. M. Desmond; P. A. Yates; O. Salvado; P. Bourgeat","The Australian e-Health Research Centre-BioMedIA, Royal Brisbane and Women's Hospital, Herston, QLD, Australia, 4029; Le2i, Universite de Bourgone, Le Creusot, France, 71200; Department of Nuclear Medicine and Centre for PET, Austin Hospital, Melbourne, VIC, Australia; Department of Nuclear Medicine and Centre for PET, Austin Hospital, Melbourne, VIC, Australia; Department of Radiology, Royal Melbourne Hospital, Melbourne University, VIC, Parkville, Australia; Department of Nuclear Medicine and Centre for PET, Austin Hospital, Melbourne, VIC, Australia; The Australian e-Health Research Centre-BioMedIA, Royal Brisbane and Women's Hospital, Herston, QLD, Australia, 4029; The Australian e-Health Research Centre-BioMedIA, Royal Brisbane and Women's Hospital, Herston, QLD, Australia, 4029","2013 IEEE International Conference on Image Processing","13 Feb 2014","2013","","","1158","1162","Automated detection of small, low level shapes such as circular/spherical objects in images is a challenging computer vision problem. For many applications, especially microbleed detection in Alzheimer's disease, an automatic pre-screening scheme is required to identify potential seeds with high sensitivity and reasonable specificity. A new method is proposed to detect spherical objects in 3D medical images within the multi-scale Laplacian of Gaussian framework. The major contributions are(1)breaking down 3D sphere detection into 1D line profile detection along each coordinate dimension, (2) identifying center of structures bynormalizing the line response profile and (3) employing eigenvalues of the Hessian matrix at optimum scale for the center points to determine spherical objects. The method is validated both on simulated data and susceptibility weighted MRI images with ground truth provided by a medical expert. Validation results demonstrate that the current approach has higher performance in terms of sensitivity and specificity and is effective in detecting adjacent microbleeds, with invariance to intensity, orientation, translation and object scale.","2381-8549","978-1-4799-2341-0","10.1109/ICIP.2013.6738239","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6738239","3D sphere detection;Laplacian of Gaussian;cerebral micro bleed;center detection;multi-scale","Three-dimensional displays;Shape;Biomedical imaging;Optimized production technology;Lesions;Eigenvalues and eigenfunctions;Object recognition","biomedical MRI;computer vision;diseases;eigenvalues and eigenfunctions;Gaussian processes;Hessian matrices;Laplace equations;medical image processing;object detection","automatic small spherical lesion detection;multiscale approach;3D medical images;circular objects;spherical objects;computer vision problem;Alzheimer's disease;automatic prescreening scheme;spherical object detection;multiscale Laplacian;Gaussian framework;3D sphere detection;1D line profile detection;line response profile;eigenvalues;Hessian matrix;susceptibility weighted MRI images;adjacent microbleed detection","","4","","12","","13 Feb 2014","","","IEEE","IEEE Conferences"
"Toward Automatic Building Footprint Delineation From Aerial Images Using CNN and Regularization","S. Wei; S. Ji; M. Lu","School of Remote Sensing and Information Engineering, Wuhan University, Wuhan, China; School of Remote Sensing and Information Engineering, Wuhan University, Wuhan, China; Department of Physical Geography, Utrecht University, Utrecht, The Netherlands","IEEE Transactions on Geoscience and Remote Sensing","26 Feb 2020","2020","58","3","2178","2189","This study proposes an automatic building footprint extraction framework that consists of a convolutional neural network (CNN)-based segmentation and an empirical polygon regularization that transforms segmentation maps into structured individual building polygons. The framework attempts to replace part of the manual delineation of building footprints that are involved in surveying and mapping field with algorithms. First, we develop a scale robust fully convolutional network (FCN) by introducing multiple scale aggregation of feature pyramids from convolutional layers. Two postprocessing strategies are introduced to refine the segmentation maps from the FCN. The refined segmentation maps are vectorized and polygonized. Then, we propose a polygon regularization algorithm consisting of a coarse and fine adjustment, to translate the initial polygons into structured footprints. Experiments on a large open building data set including 181 000 buildings showed that our algorithm reached a high automation level where at least 50% of individual buildings in the test area could be delineated to replace manual work. Experiments on different data sets demonstrated that our FCN-based segmentation method outperformed several most recent segmentation methods, and our polygon regularization algorithm is robust in challenging situations with different building styles, image resolutions, and even low-quality segmentation.","1558-0644","","10.1109/TGRS.2019.2954461","National Basic Research Program of China (973 Program); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8933116","Building extraction;fully convolutional network (FCN);polygon regularization;segmentation","Image segmentation;Manuals;Remote sensing;Tiles;Feature extraction;Convolution","buildings (structures);cartography;computational geometry;convolutional neural nets;feature extraction;geophysical image processing;image resolution;image segmentation;surveying","aerial images;automatic building footprint extraction framework;convolutional neural network-based segmentation;CNN;empirical polygon regularization;structured individual building polygons;scale robust fully convolutional network;multiple scale aggregation;convolutional layers;refined segmentation maps;polygon regularization algorithm;initial polygons;structured footprints;open building data;FCN-based segmentation method;building styles;low-quality segmentation;automatic building footprint delineation","","3","","32","IEEE","16 Dec 2019","","","IEEE","IEEE Journals"
"FRIP: a region-based image retrieval tool using automatic image segmentation and stepwise Boolean AND matching","B. Ko; H. Byun","Dept. of Comput. Sci., Yonsei Univ., South Korea; Dept. of Comput. Sci., Yonsei Univ., South Korea","IEEE Transactions on Multimedia","24 Jan 2005","2005","7","1","105","113","We present our region-based image retrieval tool, finding region in the picture (FRIP), that is able to accommodate, to the extent possible, region scaling, rotation, and translation. Our goal is to develop an effective retrieval system to overcome a few limitations associated with existing systems. To do this, we propose adaptive circular filters used for semantic image segmentation, which are based on both Bayes' theorem and texture distribution of image. In addition, to decrease the computational complexity without losing the accuracy of the search results, we extract optimal feature vectors from segmented regions and apply them to our stepwise Boolean AND matching scheme. The experimental results using real world images show that our system can indeed improve retrieval performance compared to other global property-based or region-of-interest-based image retrieval methods.","1941-0077","","10.1109/TMM.2004.840603","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1386246","Bayes' theorem;Boolean AND matching;content-based image retrieval (CBIR);finding region in the pictures (FRIP)","Image retrieval;Image segmentation;Content based retrieval;Shape;Information retrieval;Image databases;Computer science;Color;Adaptive filters;Computational complexity","image retrieval;visual databases;content-based retrieval;Bayes methods;image segmentation;feature extraction;image texture;adaptive filters;image matching;computational complexity;Boolean algebra;image colour analysis","region-based image retrieval tool;adaptive circular filters;semantic image segmentation;Bayes theorem;image texture distribution;feature vector extraction;stepwise Boolean AND matching scheme;content-based image retrieval","","60","5","28","","24 Jan 2005","","","IEEE","IEEE Journals"
"Vocal tract length invariant features for automatic speech recognition","A. Mertins; J. Rademacher","Inst. of Phys., Oldenburg Univ., Germany; Inst. of Phys., Oldenburg Univ., Germany","IEEE Workshop on Automatic Speech Recognition and Understanding, 2005.","3 Jan 2006","2005","","","308","312","The effects of vocal tract length (VTL) variation are often approximated by linear frequency warping of short-time spectra. Based on this relationship, we present a method for generating vocal tract length invariant features. These new features are computed as translation invariant, correlation-type features in a log-frequency domain. In phoneme classification experiments, their discrimination capabilities turned out to be considerably better than for Mel-frequency cepstral coefficients (MFCCs). The best results are obtained when VTL-invariant (VTLI) features and MFCCs are combined. The superiority of the combined feature set and its resilience to VTL variations is also shown for word recognition, using the TIDIGITS corpus and the HTK recognizer","","0-7803-9478-X","10.1109/ASRU.2005.1566473","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1566473","","Automatic speech recognition;Frequency;Wavelet transforms;Cepstral analysis;Hidden Markov models;Testing;Signal resolution;Robustness;Signal processing;Physics","correlation theory;feature extraction;speech recognition","vocal tract length invariant features;automatic speech recognition;linear frequency warping;correlation-type features;log-frequency domain;phoneme classification","","11","","9","","3 Jan 2006","","","IEEE","IEEE Conferences"
"Automatic speech recognition to teleoperate a robot via Web","R. Marin; P. Vila; P. J. Sanz; A. Marzal","Robotics Lab., Jaume I Univ., Castellon, Spain; NA; NA; NA","IEEE/RSJ International Conference on Intelligent Robots and Systems","10 Dec 2002","2002","2","","1278","1283 vol.2","This article shows the way a speech recognition module has been implemented that provides the translation between voice input and the convenient text based commands to be executed on an already existing web robot. The novel contribution is the way the procedure is defined to be run over the Internet, and the interface implemented to connect any kind of external speech recognition program to the robot controller. First section gives an overview to the whole project, from a user point of view. Secondly, the software architecture is presented, giving low level details on the connectivity procedure and the interface defined between the remote controller and the speech recognition and synthesizer program. Moreover, it introduces some of the technologies (e.g. Microsoft Speech SDK) used to implement this capability. Finally, results are shown by means of both, accuracy details of the speech recognition procedure, and computing time.","","0-7803-7398-7","10.1109/IRDS.2002.1043922","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1043922","","Automatic speech recognition;Robotics and automation;Speech recognition;Cameras;Robot vision systems;Telerobotics;Human robot interaction;Internet;Space technology;Web sites","telerobotics;Internet;speech recognition;natural language interfaces;software architecture","automatic speech recognition;robot teleoperation;Web;voice input;text based commands;connectivity procedure;speech synthesis;Microsoft Speech SDK","","8","","16","","10 Dec 2002","","","IEEE","IEEE Conferences"
"PlaneCalib: Automatic Camera Calibration by Multiple Observations of Rigid Objects on Plane","V. Bartl; R. Juránek; J. Špaňhel; A. Herout","Graph@FIT Faculty of Information Technology, Brno University of Technology,Brno,Czech Republic; Graph@FIT Faculty of Information Technology, Brno University of Technology,Brno,Czech Republic; Graph@FIT Faculty of Information Technology, Brno University of Technology,Brno,Czech Republic; Graph@FIT Faculty of Information Technology, Brno University of Technology,Brno,Czech Republic","2020 Digital Image Computing: Techniques and Applications (DICTA)","1 Mar 2021","2020","","","1","8","In this work, we propose a novel method for automatic camera calibration, mainly for surveillance cameras. The calibration consists in observing objects on the ground plane of the scene; in our experiments, vehicles were used. However, any arbitrary rigid objects can be used instead, as verified by experiments with synthetic data. The calibration process uses convolutional neural network localisation of landmarks on the observed objects in the scene and the corresponding 3D positions of the localised landmarks - thus fine-grained classification of the detected vehicles in the image plane is done. The observation of the objects (detection, classification and landmark detection) enables to determine all typically used camera calibration parameters (focal length, rotation matrix, and translation vector). The experiments with real data show slightly better results in comparison with state-of-the-art work, however with an extreme speed-up. The calibration error decreased from 3.01% to 2.72% and 1223 × faster computation was achieved.","","978-1-7281-9108-9","10.1109/DICTA51227.2020.9363417","TACR; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9363417","","Three-dimensional displays;Surveillance;Object detection;Traffic control;Cameras;Calibration;Task analysis","calibration;cameras;convolutional neural nets;image classification;image registration;object detection;road vehicles","localised landmarks;fine-grained classification;detected vehicles;image plane;landmark detection;camera calibration parameters;calibration error;automatic camera calibration;multiple observations;surveillance cameras;observing objects;ground plane;arbitrary rigid objects;calibration process;observed objects","","","","43","","1 Mar 2021","","","IEEE","IEEE Conferences"
"Improving Noise Robust Automatic Speech Recognition with Single-Channel Time-Domain Enhancement Network","K. Kinoshita; T. Ochiai; M. Delcroix; T. Nakatani","NTT Corporation,NTT Communication Science Laboratories,Kyoto,Japan; NTT Corporation,NTT Communication Science Laboratories,Kyoto,Japan; NTT Corporation,NTT Communication Science Laboratories,Kyoto,Japan; NTT Corporation,NTT Communication Science Laboratories,Kyoto,Japan","ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","9 Apr 2020","2020","","","7009","7013","With the advent of deep learning, research on noise-robust automatic speech recognition (ASR) has progressed rapidly. However, ASR performance in noisy conditions of single-channel systems remains unsatisfactory. Indeed, most single-channel speech enhancement (SE) methods (denoising) have brought only limited performance gains over state-of-the-art ASR back-end trained on multi-condition training data. Recently, there has been much research on neural network-based SE methods working in the time-domain showing levels of performance never attained before. However, it has not been established whether the high enhancement performance achieved by such time-domain approaches could be translated into ASR. In this paper, we show that a single-channel time-domain denoising approach can significantly improve ASR performance, providing more than 30 % relative word error reduction over a strong ASR back-end on the real evaluation data of the single-channel track of the CHiME-4 dataset. These positive results demonstrate that single-channel noise reduction can still improve ASR performance, which should open the door to more research in that direction.","2379-190X","978-1-5090-6631-5","10.1109/ICASSP40776.2020.9053266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9053266","Single-channel speech enhancement;time-domain network;robust ASR","Training;Training data;Speech enhancement;Signal processing;Noise robustness;Time-domain analysis;Automatic speech recognition","neural nets;signal denoising;speech enhancement;speech recognition;time-domain analysis","noise robust automatic speech recognition;single-channel time-domain enhancement network;ASR performance;noisy conditions;single-channel systems;single-channel speech enhancement methods;multicondition training data;neural network-based SE methods;high enhancement performance;single-channel time-domain denoising approach;strong ASR;single-channel track;single-channel noise reduction;CHiME-4 dataset;relative word error reduction","","4","","36","","9 Apr 2020","","","IEEE","IEEE Conferences"
"Automatic Inspection System for Quality Evaluation of Fresh Tuna Meat","A. Mateo; F. Soto; J. A. Villarejo; C. Fernandez","Department of Electronic Technology (DTE), Technical University of Cartagena, Campus Muralla del Mar s/n. Cartagena, Spain; Department of Electronic Technology (DTE), Technical University of Cartagena, Campus Muralla del Mar s/n. Cartagena, Spain; Department of Electronic Technology (DTE), Technical University of Cartagena, Campus Muralla del Mar s/n. Cartagena, Spain; Department of Electronic Technology (DTE), Technical University of Cartagena, Campus Muralla del Mar s/n. Cartagena, Spain","2007 IEEE International Symposium on Industrial Electronics","5 Nov 2007","2007","","","1669","1674","This paper describes an automated visual inspection system SIVATUN™ for quality control of tuna meat which automate manual inspection operation. Depending on whether tuna are reared in cages or in the open sea and depending on the method of capture (electroslaughtering, shooting, etc.), differences are observed and changes take place in the organic nature of Blue Fin Tuna (Thunnus Thynnus) meat, affecting appearance and quality. These changes are caused by an increase and accumulation of lactate, which negatively affects the quality. This drop in quality translates into loss of value of the meat in Japanese tuna markets (Tsukiji market and Sashimi market are the main destinations of tuna captured off the southeast coast of Spain). In order to evaluate these changes, Japanese experts are employed to carry out visual inspections, which therefore constitute a subjective assessment. This paper describes the development of an automated visual inspection system that can analyze, model and detect these changes. The ultimate aim is to establish quality indicators and classifiers that will accompany tuna meat from the time of capture and so make it possible to track this product in the main tuna meat export markets. In this way we can establish a connection between variation of tuna meat quality and the feeding and slaughtering methods used, thus providing feedback to the fattening and slaughtering processes so as to improve the global quality of Blue Fin Tuna catches.","2163-5145","978-1-4244-0754-5","10.1109/ISIE.2007.4374855","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4374855","","Inspection;Color;Consumer electronics;Aquaculture;Production;Muscles;Quality control;Manuals;Feedback;Temperature","aquaculture;computer vision;inspection;quality control","automatic inspection system;quality evaluation;fresh tuna meat;SIVATUN;quality control;visual inspection;tuna meat export market;feeding method;slaughtering method;blue fin tuna","","1","","18","","5 Nov 2007","","","IEEE","IEEE Conferences"
"A Novel Shape Indexing Method for Automatic Classification of Lepidoptera","O. Starostenko; C. K. Cruz; A. Chavez-Aragon; R. Contreras","Universidad de las Américas Puebla, Mexico; Universidad de las Américas Puebla, Mexico; Universidad de las Américas Puebla, Mexico; Universidad de las Américas Puebla, Mexico","17th International Conference on Electronics, Communications and Computers (CONIELECOMP'07)","12 Mar 2007","2007","","","30","30","This paper presents a novel approach for images retrieval form digital collection based on analysis of their low level characteristics such as color and shape that has been applied for classification of the rare specimens of the Lepidoptera (butterflies) in Mexico. The similarity with user's queries which are the images, manual sketches or textual descriptions is computed by comparison of the feature vectors representing a shape by proposed two segments turning functions that is invariant to translation, rotation, and scale. In order to speed up preprocessing of shapes the proposed convex regions algorithm and discrete curve evolution approach are applied. Another goal of the proposed method is integration of two signatures of shape used in hashing tables for data base of images such as compactness and elongatedness which provide fast and satisfactory image retrieval by accelerating the convergence to expected result. The proposed method has been tested and evaluated using designed search engine for classification of the butterfly's families","","0-7695-2799-X","10.1109/CONIELECOMP.2007.7","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4127270","","Shape;Indexing;Image retrieval;Image color analysis;Image analysis;Image segmentation;Turning;Information retrieval;Acceleration;Convergence","feature extraction;image classification;image representation;image retrieval;image segmentation;indexing;search engines;visual databases;zoology","shape indexing method;automatic classification;Lepidoptera;images retrieval;Mexico;feature vector;shape representation;segment turning function;convex region algorithm;discrete curve evolution approach;shape signature integration;hashing table;image data base;convergence;search engine;butterfly family","","2","","13","","12 Mar 2007","","","IEEE","IEEE Conferences"
"Empirical Comparison of Automatic Image Annotation Systems","M. M. B. Ismail; H. Frigui; J. Caudill","Multimedia Research Lab, CECS Dept., University of Louisville; Multimedia Research Lab, CECS Dept., University of Louisville; Multimedia Research Lab, CECS Dept., University of Louisville","2008 First Workshops on Image Processing Theory, Tools and Applications","9 Jan 2009","2008","","","1","8","The performance of content-based image retrieval systems has proved to be inherently constrained by the used low-level features, and cannot give satisfactory results when the user's high level concepts cannot be expressed by low level features. In an attempt to bridge this semantic gap, recent approaches started integrating both low level-visual features and high-level textual keywords. Unfortunately, manual image annotation is a tedious process and may not be possible for large image databases. To overcome this limitation, several approaches that can annotate images in a semi-supervised or unsupervised way have emerged. In this paper, we outline and compare four different algorithms. The first one is simple and assumes that image annotation can be viewed as the task of translating from a vocabulary of fixed image regions to a vocabulary of words. The second approach uses a set of annotated images as a training set and learns the joint distribution of regions and words. The third and fourth approaches are based on segmenting the images into homogeneous regions. Both of these approaches rely on a clustering algorithm to learn the association between visual features and keywords. The clustering task is not trivial as it involves clustering a very high-dimensional and sparse feature spaces. To address this, the third approach uses semi-supervised constrained clustering while the fourth approach relies on an algorithm that performs simultaneous clustering and feature discrimination. These four algorithms were implemented and tested on a data set that includes 6000 images using four-fold cross validation.","2154-512X","978-1-4244-3321-6","10.1109/IPTA.2008.4743754","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4743754","image annotation;clustering;constrained clustering;content-based image retrieval","Image retrieval;Clustering algorithms;Content based retrieval;Image databases;Image processing;Bridges;Vocabulary;Image segmentation;Information retrieval;Labeling","content-based retrieval;image retrieval;image segmentation;learning (artificial intelligence);visual databases","automatic image annotation systems;content-based image retrieval;low level-visual features;high-level textual keywords;image segmentation;clustering algorithm;semisupervised constrained clustering;feature discrimination","","1","","38","","9 Jan 2009","","","IEEE","IEEE Conferences"
"Automatic Spotting of Vowels, Nasals and Approximants from Speech Signals","S. Salim; G. Deekshitha; A. George; L. Mary","Dept of ECE, Rajiv Gandhi Institute of Technology, Kottayam, Kerala, India; Dept of ECE, Rajiv Gandhi Institute of Technology, Kottayam, Kerala, India; Dept of ECE, Rajiv Gandhi Institute of Technology, Kottayam, Kerala, India; Dept of ECE, Government Engineering College, Idukki, Kerala, India","2018 International CET Conference on Control, Communication, and Computing (IC4)","11 Nov 2018","2018","","","272","277","Automatic speech recognition involves methodologies for translation of spoken language into text. An important problem that needs to be solved for the success of speech recognition is the accurate detection of phonemes. In this paper, a two stage system for spotting the boundaries of vowels, nasals and approximants in Malayalam speech signal is proposed. In the first stage, speech signal is classified into six broad phoneme classes using an Artificial Neural Network based broad phoneme classifier. Classifier with nine features has limited accuracy for detecting vowel, nasal and approximant boundaries. So features like difference of spectral spread, spectral centroid, envelope variance, energy ratio, difference in formant frequencies are added to the classifier. With these additional features, a major improvement in classifier accuracy is achieved. In the second stage, a frequency domain parameter named spectral peak frequency is suggested for accurate verification of nasals. Sonorant and nonsyllabic features are used for verifying approximants and syllabic feature is used for locating vowels.","","978-1-5386-4966-4","10.1109/CETIC4.2018.8531026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8531026","Broad Phoneme Classifier;Spectral Spread;Spectral Centroid;Envelope Variance;Energy Ratio;Spectral Peak Frequency;Sonorant","Frequency measurement;Feature extraction;Neural networks;Energy measurement;Speech recognition;Speech processing;Training","natural language processing;neural nets;signal classification;speech recognition","automatic speech recognition;Malayalam speech signal;broad phoneme classifier;nasal boundaries;spectral peak frequency;nonsyllabic features;syllabic feature;artificial neural network;automatic vowel spotting;sonorant features","","","","9","","11 Nov 2018","","","IEEE","IEEE Conferences"
"Assessment of the repeatability in an automatic methodology for hyperemia grading in the bulbar conjunctiva","L. S. Brea; N. B. Rodríguez; A. M. González; K. Evans","Department of Computer Science, University of A Coruna, Spain; Department of Computer Science, University of A Coruna, Spain; Department of Electronics and Computer Science, University of Santiago de Compostela, Spain; School of Optometry and Vision Sciences, Cardiff University, Wales","2017 International Joint Conference on Neural Networks (IJCNN)","3 Jul 2017","2017","","","1673","1680","When the vessels of the bulbar conjunctiva get congested with blood, a characteristic red hue appears in the area. This symptom is known as hyperemia, and can be an early indicator of certain pathologies. Therefore, a prompt diagnosis is desirable in order to minimize both medical and economic repercussions. A fully automatic methodology for hyperemia grading in the bulbar conjunctiva was developed, by means of image processing and machine learning techniques. As there is a wide range of illumination, contrast, and focus issues in the images that specialists use to perform the grading, a repeatability analysis is necessary. Thus, the validation of each step of the methodology was performed, analyzing how variations in the images are translated to the results, and comparing them to the optometrist's measurements. Our results prove the robustness of our methodology to various conditions. Moreover, the differences in the automatic outputs are similar to the optometrist's ones.","2161-4407","978-1-5090-6182-2","10.1109/IJCNN.2017.7966052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7966052","","Lenses;Image segmentation;Pathology;Lighting;Image color analysis;Image edge detection","diseases;learning (artificial intelligence);medical image processing","repeatability analysis;image focus;image contrast;illumination;machine learning;image processing;hyperemia grading;economic repercussions;medical repercussions;diagnosis;pathologies;characteristic red hue;blood;bulbar conjunctiva;vessels;repeatability assessment","","","","20","","3 Jul 2017","","","IEEE","IEEE Conferences"
